df_index	no_mention
000212	Estamos em Copacabana lutando pela liberdade de expressão. Chega de ditadura da toga. Isso aqui é democracia🇧🇷. Vamos patriotas👊. #7deSetPelaLiberdade #SupremoEoPovo #ForaAlexandreMoraes #ForaBarroso #ImpeachmentAlexandreDeMoraes url
001912	Estamos em guerra contra o narcotráfico!! Quem ainda não percebeu? Reagimos agora ou amanhã pode ser tarde... Vá para rua virar votos! #CENSURADOPT #JPCensurada #DitaduraDaToga #LIBERDADE #LulaLadrao #TSEVergonhaNacional #PTNuncaMias
000603	Estamos em um ambiente de diversidade de ideias ou numa redoma que só se pode fomentar comentários que agradem aos que tem o poder da caneta?  #CensuraNao #LiberdadeDeExpressao #liberdadesim #opiniao #brasil #lula #bolsonaro #cabecadeovo   url
001524	Estamos juntos cadê liberdade de expressão? Isso é abuso de poder presidente! #STFVergonha lixo!😡😠🤬😡😠🤬
001534	Estamos na ditadura do STF, onde não se pode ter o direito da liberdade de expressão tendo suas casas invadidas pela polícia somente por se expressar contra o ditador que não foi eleito pela democracia pelo voto do povo, onde o presidente eleito democraticamente! #STFVergonha
000448	Estamos vivendo a ditadura escancarada!   #AlexandreDeMoraesNaCadeia #Eleicoes2022 #brazil #BrasilNasRuas #ditadurajamais #Lnao #TSE #manifestacoes #liberdade #sosforcasarmadas #fraude #ditador url
001665	Estamos vivendo em um medo constante de perseguição pelo xxxxx . Hj não consigo ter liberdade de expressão por medo !!! #STFVergonhaMundial
001076	Estamos vivendo novamente a volta da censura no Brasil. Cercear o meios de comunicação é o primeiro ato de Ditaduras. Quem braveja democracia ao 4 ventos na verdade deseja o contrário.  #NaoACensuraDoPT  #liberdadedeexpressao #STFRompeuADemocracia
001459	Estamos vivendo o início da nova era pós-democrática no Brasil. Esperamos que a liberdade de expressão se restabeleça com a saída do escalpelado ministro. A lei é para todos. #STFRompeuADemocracia
000924	Estamos vivendo tempos sombrios, onde a liberdade de expressão é castigada como crime grave e a arruaça e depredação, brindada com a impunidade! 😡💪🏼 #LibertemWellingtonMacedo  #LibertemDanielSilveira #LibertemRobertoJefferson #STFOrganizacaoCriminosa url
001581	Estamos vivendo uma ditatura da toga e a imprensa acha normal. Quero ver quando as emissoras de televisão, jornalistas começarem a ser censurados, aí eles vão acordar para vida e será tarde demais. #CensuraNao #LIBERDADE #STFVergonhaMundial
001587	Estava vazio. NÃO RETROCEDEREMOS. O BRASIL VAI VENCER 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 #deus #votoauditavelja #votoauditavel  #BrazilWasStolem #votoauditavelja #foradoria #todotrabalhoéessencial #patriamadabrasil #brasil #chegadecorrupção #liberdade #stfvergonhamundial url
001783	Este é o retrato da justiça do Brasil, #STFVergonhaMundial libertam Corruptos já condenados, traficantes da pesada, e agora prendem jornalistas, políticos ignorando a constituição do Brasil o instituto Lula trabalha contra a democracia e a liberdade de expressão!! url
001408	Estes não vão as ruas dia 07 lutar pela liberdade, pois acham que a luta é por Bolsonaro  Assim esquecem que a Liberdade deles e de seus filhos estão em risco 😓  #7deSetembroVaiSerGrande  #AceitaPacheco  #Dia07VaiSerGIGANTE  #STFRompeuADemocracia  #LiberdadeDeExpressao
000952	Estou ao lado do Presidente Bolsonaro para lutar pela nossa democracia. Fora STF. Lula na Cadeia. Liberdade de expressão. #STFOrganizacaoCriminosa
001621	Estou fora do País sim, mas jamais negarei de onde vim, de onde nasci, jamais deixarei de lutar pelos verdadeiros valores, liberdade, ordem e progresso! 🇧🇷💚💛 #Brasil #BolsonaroReeleito #fé #STFVergonhaMundial #LulaNaoTemFichaLimpa #LiberdadeDeExpressao #censuranão #LulaNaCadeia url
000687	Está de #SACANAGEM, #STFLixo? O Governo, tdo aparelhado, com os 3 Poderes e as Instituições são os maiores interessados em regulamentar a imprensa no #BRASIL. #FakeNEWS só qnd convém ao #Sistema. Ditar o conteúdo Q é publicado não é #LiberdadedeImprensa, a sociedade faz o filtro!
000494	Está na hora de sair Alexandre Vai para casa e boa sorte, porque seus aliados vão cobrar.  #AlexandreDeMoraesNaCadeia #ImpeachmentAlexandreDeMoraes #CadeiaNeles #LiberdadeNaoSeGanhaSeToma url
001167	Está na hora de voltarmos para rua por Liberdade de Expressão. #STFRompeuADemocracia #STFVergonhaNacional #SenadoDaVergonha 
001943	Está perguntando a respeito da concessão da #GloboLixoePetista? Eu também não acho justo que eles tenham esse direito e as outras emissoras não! Mas mentira ou não desinformação ou não eu apoio a liberdade de expressão. #TSEVergonhaNacional
000802	Está é a liberdade de expressão que eles tanto dizem que teremos, o careca de pingola ataca novamente mais um patriota que estão tentando silenciar, mas não deixaremos, conte com a gente #BolsonaroReeleito2022  #STFOrganizacaoCriminosa
001850	Estão censurando nossas postagens, a censura nunca irá nos vencer o poder emana do POVO, somos maiores que qualquer instituição, temos o direito de livre pensamento, não estamos em uma ditadura #CensuraNao #TSEOrganizacaoCriminosa #brazilwasStolen url
001108	"Estão provocando, esperando um ""erro"" do PR pra tirá-lo das eleições. Sem pressão com o Presidente . Vamos cobrar ação dos Senadores, Deputados e do ! #STFRompeuADemocracia  #LiberdadeDeExpressaoPlena"
001489	Estão querendo espalhar o medo na população para não irem às ruas no dia 07/09 clamarem por LIBERDADE!Nos iremos enquanto ainda somos livres! Depois será pior!!! Vamos as ruas! #LiberdadeDeOpiniao #7deSetembroVaiSerGrande #ImpeachmentAlexandreDeMoraes  #STFRompeuADemocracia
000482	Estão querendo impor uma ditadura no Brasil e não é de hoje, SOS Forças armadas #SOSFFAA #NaoAoComunismo #PTNuncaMais #AlexandreDeMoraesNaCadeia #LiberdadeDeExpressao url
000909	"Eu ""morro de medo"" do !!! Por isso, nunca CLAMAREI pela volta imediata da democracia e liberdade que eles() nos tiraram!!! E Jamais os chamarei de #STFVergonhaNacional #NojoDoSTF #XandãoDoPCC #STFOrganizaçãoCriminosa #STFEscritórioDoCrime #LiberdadeJá!!!"
001852	Eu achando que em terra de Elon musk teríamos a liberdade de expressão 🤡 #CensuraNao #TSEOrganizacaoCriminosa
000434	Eu acho que pode! Isso não chama liberdade de expressão?   #Brasil #BrasilComBolsonaro  #STFNaoMexaComAbraham  #STFVergonhaNacional  #AlexandreDeMoraesDitador
000617	Eu adoro à liberdade de expressão.   #CabecaDeOvoNaoTemProvas  #CabecaDeOvo  #Stfvergonhanacional  #ForaAlexandredeMoraes  #ForaSTF  #ForaSTFCorrupto url
001763	Eu apoio O #Brasil precisa mudar. O sistema politico nem se fala, não é?? #7desetembro #7desetembropelaliberdade #liberdade de expressão. #STFVergonhaNacional. #STFVergonhaMundial url
001728	Eu compartilhando isso já da cadeia?  Ou ainda tenho liberdade de expressão ??  #STFVergonhaNacional #STFVergonhaMundial #STF url
001549	Eu creio na liberdade de expressão. Por isso, #MePrendeLewandowski eu também acho o #STFVergonha
001378	Eu expresso preocupação com a omissão dos senadores como o povo brasileiro, com sua missão de colocar freio nos abusos da corte máxima e com as constantes agressões á liberdade de expressão. vocês são cúmplices #STFRompeuADemocracia
000609	Eu fico surpreso de Jornalista defender SENSURA!!!!   #LiberdadeDeExpressão #imprensalivre #sensura #deixaeufalar #cabeçadeovo url
000891	Eu já fui bloqueada 6 x e 3 por um mês, esta é a liberdade de expressão q temos no país. #STFOrganizacaoCriminosa
001228	Eu tava aí! Voltando com muito orgulho de ter feito parte disso!! #7DeSetembro #Liberdade #STFRompeuADemocracia url
001372	Eu tenho taquicardia de ver tanta perseguição ao Bolsonaro e a todos que defendem a liberdade de expressão.#7deSetembroVaiSerGigante  #GloboLixo #STFRompeuADemocracia
001547	Eu tenho vergonha do STF!!! #stfvergonha #liberdadedeexpressao #MBL #mamaeifalei #eutenhovergonhadoSTF url
000156	Eu vi de pertinho na Paulista!! Foi muito legal!!  #EuAutorizoPresidente  #SupremoÉOPovo  #Liberdade url
001709	Eu vivi sob a censura, hoje o #STFVergonhaMundial CENSURA MUITO MAIS ! #LiberdadeDeExpressao
000621	"Eu vivo numa ""democracia"" e tenho todo o direito de expressar o meu pensamento, #cabeçadepiroca! Quando o Brasil vai dar um BASTA à essas arbitrariedades cometidas pelos ""eleitos"" do STF? Eles não podem contra todos nós, pô!  #DireitaSegueDireita #Brasilacimadetudo #liberdadejá"
001401	Eu vou! #LiberdadeNaoSeGanhaSeToma #Dia07VaiSerGIGANTE  #STFRompeuADemocracia
000203	Eu vou. A caminho da Paulista, neste momento! 🇧🇷🇧🇷🇧🇷♥️♥️♥️ #AmanhaVaiSerGigante #SupremoEoPovo #Liberdade
001925	Eu, como filho de um JORNALISTA, não posso me calar nessa situação. #TSE não queremos censura, queremos LIBERDADE DE EXPRESSÃO. Respeite os profissionais de Imprensa, que, em sua grande maioria, visam um trabalho sério. #TSEVergonhaNacional #LIBERDADE #LiberdadeDeExpressao
001913	Eu, usando o meu direito constitucional de liberdade de expressão, não confio nos ministros do #TSEvergonhanacional
000627	Evitando perseguições da suprema corte podemos mudar o #cabeçadepiroca para CP ou soletrando, pelo código internacional, CHARLIE PAPA. Fica assim: Ministro Cabeça de P..... digo CHARLIE PAPA; Caro CP, meu direito começa onde termina o seu, a recíproca não é fake! .#Liberdade
000296	Ex-presidiário ameaça mais uma vez a Liberdade de Expressão do povo.  E a “terceira via” segue seu silêncio sepulcral, quando não apoia tal atitude…  O Brasil não será a próxima Venezuela.  #Dia07deSetembroSeráGigante #SupremoÉoPovo url
000941	Exatamente!! Zero liberdade de expressao!! Sou bloqueada em todas, toda hora. Mas nao irao me calar!!🤬🤬🇧🇷🇧🇷🇧🇷🇧🇷 #STFOrganizacaoCriminosa  #FechadoComBolsonaroSempre url
000916	Exato. E revoltante a injustiça q sr url nesde país, dob a batuta o stf. Isdo é democrático? Isso é direito de livre manifestação do pensamento? Liberdade de expressão? E se fosse um doa togados?  #STFOrganizacaoCriminosa
000335	Excelente BJ!! 👊🏼🙏🏼🇧🇷 #LIBERDADE  #SUPREMOeoPOVO
002023	Excelentíssimo Sr. Ministro Alexandre de Morais, daqui a pouco preciso levar minha filha na praça  pra curtimos o finalzinho de tarde; posso ir ou serei preso?! #Liberdade #TemposEstranhos #Medo #Dia07VaiSerGIGANTE #Xandao
001320	Exigimos #LiberdadeParaRobertoJefferson  #STFRompeuADemocracia
000399	Expedindo centos de mandado de prisão p criar revolta e culpar o Presidente #sqn  Ele vai é incitar o povo. Vem 🖐 pra rua gente!🇧🇷 #ForaAlexandreMoraes  #AlexandreDeMoraesDitador  #liberdadejá #demoracia  #BolsonaroMelhorPresidenteDoBrasil   #BolsonaroOrgulhoDoBrasil
001771	Explique FUKIS do ? O que o conservadorismo, que só quer respeito à constituição, liberdade de expressão, oferece de perigos para vocês, desta corte? Hem? #STFVergonhaMundial  Vcs, são os MAIORES RESPONSÁVEIS pelo caos url
001367	F-O-D-A-S-E  #LiberdadeParaRobertoJefferson  #STFcrashedDemocracyInBrazil  #STFRompeuADemocracia #STFVergonhaNacional
001730	FACHIN NOTA DE TRES Nada é mais postiço do que ver Fachin defender  a liberdade de imprensa e de expressão e que a  democracia é inegociável. Inegociável ministro é a a soltura do maior ladrão dos recursos públicos do Brasil. #STFVergonhaMundial
000345	FAKE NEWS!!!  Que ridículo: não trabalham e ficam inventando mentiras o tempo todo? Canalhada!!! #LIBERDADE #SUPREMOeoPOVO
000223	FALA, ELLEN!  7 DE SETEMBRO   Pátria Amada, idolatrada. SALVE, SALVE, BRASIL!   LIBERDADE!   #supremoéopovo #liberdade #7DeSetembroVaiSerGigante #INDEPENDÊNCIA #Política #SupremoÉANossaLiberdade url
000260	FAMÍLIA UNIDA pela NOSSA LIBERDADE !!! Estamos contigo CAPITÃO !!! #Liberdade #Dia7VaiserGigante #Dia7VaiSerGIGANTESCO #Dia07SeraGIGANTE #SupremoÉOPovo url
000689	FDP 🤬🤬🤬🤬🤬 #BrazilWasStolen #CensuraNão #LIBERDADE #FFAAsalveOBrasil  #STForganizaçãoCriminosa url
000396	FORA #AlexandreDeMoraesDitador  #Liberdade url
000874	Fala isso pro DEPUTADO Daniel Silveira, Bob Jeff, Alan dos Santos... A esquerda quer liberdade de expressão só para ideologia nefasta deles! O conservador defender a pauta de família, Deus e Pátria...aí é ataque a democracia! #STFOrganizacaoCriminosa
001273	Falando dos🦇🦇🦇🦇🦇🦇🦇🦇🦇 ? #Dia7VaiSerGIGANTESCO  #LiberdadeParaRobertoJefferson  #LiberdadeDeExpressao  #SaneamentoDasInstituicoes #STFRompeuADemocracia  #STFcrashedDemocracyInBrazil
001946	Falar a verdade virou fakenews! Tempos terríveis estão nos assombrando. Cadê a nossa liberdade de expressão? #liberdadeexpressao #TSEVergonhaNacional #Eleicao2022 url
000046	Falou o ditador que colocou todo o estado do Maranhão na pobreza e, agora vai integrar o governo mais corrupto do planeta, mas de fato não conhece a liberdade de expressão,como todo tirano! #VemPraRua #PovoNasRuas #LulaNaCadeia #SupremoÉoPovo url
001064	Falou… aqueles que deveriam defender a democracia estão Cerceando a liberdade de expressão do povo. Faça-me o favor não fale daquilo que vc não vive #demagogianao #stfrompeuademocracia #tserompeuademocradia
000679	Familicia lixo sempre caindo em contradição. #FamiliciaBolsovermeNaCadeia #QuemMandouMatarMarielleEAnderson #JusticaPorMarielleEAnderson #ImpeachmentDeBolsonaroUrgente #VoltaLulaDilmaPTPorDemocraciaSaúdeEducaçãoInclusãoSocial #LiberdadePlenaParaLula #STFLixo #DilmaDignaEHonrada url
001847	Fato Verídico !#LiberdadeDeExpressao #TSEOrganizacaoCriminosa url url
000790	Fica aí em portugal ! Socialismo como vc ama ! #liberdade #votosimpressos #BolsonaroReeleitoEm2022 #BolsonaroReeleito2022 #STFOrganizacaoCriminosa
000219	Fique em casa a economia a gente vê depois, não foi isso que vcs falará??   O Brasil acordou!!! Supremo é o Povo, a Liberdade, a Fé, a Família.  Deus abençoe o Brasil 🙌🇧🇷 #Liberdade #Patria #7deSetPelaLiberdade #SupremoEoPovo #brasil #BolsonaroOrgulhoDoBrasil
000289	Fiquem firmes. Daqui seguimos lutando firmemente. E você de onde pelejará esse bom combate? Comente nos comentários. Valeu.  #Dia7EuVou  #Dia7VaiserGigante  #SupremoÉoPovo #Deus #Pátria #Família e por #Liberdade  Deus acima de todos!!! url
000163	Foi GIGANTE! Viva a LIBERDADE! SUPREMO é o POVO! 🙏🏻 🇧🇷  #7deSetembro #IndependênciadoBrasil #Recife #Pernambuco #SupremoéoPovo #VamosLutarPeloBrasil #Liberdade #Democracia #Justiça #Brasil #Patriota #Conservadores #Direita #BrasilAcimadeTudo #DeusAcimadeTodos url
000153	Foi gigante, a maior manifestação que participei. #SupremoEoPovo #Liberdade. Av. Paulista SP 🇧🇷🇧🇷 url
000165	Foi lindo 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 #SupremoEoPovo #Bolsonaro2022 #Liberdade url
001972	Foi só uma transferência da matriz para filial, tudo normal, mas não vou postar #TSEVergonhaNacional nem #STFVergonhaNacional pois tenho medo de ser preso, quando o Brasil voltar a ser uma DEMOCRACIA com direito a LIBERDADE DE EXPRESSÃO quem sabe posto.
001227	Fomos as ruas para garantir nossa DEMOCRACIA e LIBERDADE de EXPRESSÃO! #STFRompeuADemocracia url
001325	Fora Ameba.... #Dia07VaiSerGIGANTE #STFRompeuADemocracia #STFcrashedDemocracyInBrazil por um país livre, por respeito à Constituição e à liberdade de expressão. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 url
000619	Foragido? A Interpol encontrou ele, só não deportou pq nos EUA, existe liberdade de expressão. Portanto, crime da fala só existe perseguição em ditaduras ou ditadura da toga. #CabeçaDePiroca url
001558	Forte do Pinheirinho, Curitiba - PR  #BrazilWasCensored #LIBERDADE #BrazilWasStolen #LiberdadeDeExpressao #LiberdadeNaoSeGanhaSeToma #Brazilelections #STFVERGONHADOBRASIL url
002070	Força #robertojefferson  #xandãonacadeia #STFVergonhaNacional  #rodrigopacheco múmia #lulanacadeia #bolsonaro22 #liberdade #Brasil url
001893	Força Nikolas estamos contigo! #liberdade #LiberdadeDeExpressao #TSE #ditaduraNão #fraude #ForaLulaLadrao  #ForaLula  #BrazilWasStolen #BRAZIL  #tsevergonhanacional #ForaPT  #PovoNasRuas  #GreveGeral  #greve  #Argentina  #Brasil  #nikolasferreira  #nikolas url
001321	Fuzil na mão da população é a garantia do prato de feijão!! #0709EuVou  #LiberdadeNaoSeGanhaSeToma  #STFcrashedDemocracyInBrazil  #STFRompeuADemocracia
000839	GRANDE DIA 😎 Pelo visto, esse nem dorme hoje! O feitiço virando contra o feiticeiro: Todos os fundamentos baseados nos despachos do semideus togado e tirano Xandão! #STFOrganizacaoCriminosa  Viva nossa LIBERDADE DE EXPRESSÃO!Viva a DEMOCRACIA! Parabéns, Presidente url
000845	GRANDE DIA 😎👉🏾2️⃣2️⃣🇧🇷 Nossa liberdade de expressão não se negocia!  Parabéns, Presidente #STFOrganizacaoCriminosa url
000840	GRANDE DIA! A gazela saltitante nem dorme hoje! O feitiço virando contra o feiticeiro:Todos os fundamentos baseados nos despachos do semideus togado e tirano Xandão!#STFOrganizacaoCriminosa  Viva nossa liberdade de expressão,viva a urléns, Presidente ! url
000322	GRANDE MANIFESTAÇÃO PELA LIBERDADE NO VÃO DO MASP AVENIDA PAULISTA  #PIVAPATRIOTA #PIVACONSERVADOR #DIREITA #ESQUERDA #CONSERVADOR #COMUNISMO #BOLSONARO2022  #BR #SP #SÃOPAULO #BRASIL  #LIBERDADE  #AVENIDAPAULISTA #FIESP #MASP #PODEREMANADOPOVO #SUPREMOÉOPOVO   #QUEMDECRETAÉOPOVO url
001948	Gente, ainda temos liberdade de expressão? #TSEVergonhaNacional #TSEdaCensura #LulaLadrao #ladrao
001595	Genteee o Xabdão disse que nós, “ANTIDEMOCRÁTICA vamos pagar  pela Lei Penal. Mas vem cá, liberdade de pensamento, manifestação, agora é Crime!???????? Somente querem que aceitemos? Respondam ao Relatorio das FFAA, pedindo o Cod Fonte. Aí sim 👍🏻   #STFVergonhaMundial
001296	Gentinha gentinha, eu sou liberalzinho Muito liberal mesmo A favor da liberdade de expressão, como na China Quero liberdade igual ao comunalhas e igual ao #STFRompeuADemocracia  Passa vergonha, igual a comunalha nos debates #DerreteMBL  #Dia7VaiserGigante  url
001541	Gilmar Mendes, relações escusas com Barata Filho e outros casos que cinicamente não se declara impedido, é contra liberdade de imprensa, intimida jornalistas e parece temer o fisco.  #STFVergonha #STFVergonhaNacional #SupremaVergonha #STFNaoVaiNosCalar #STFinquisidor #STFcensura
000903	Globalistas de M3RdA!!! Aqui não!   Preparem-se, vagabundos. A vossa conta vai chegar.  #STFVergonhaNacional #STFOrganizacaoCriminosa #STFVergonhaInternacional #STFRompeuADemocracia #liberdade #ditaduradostf #ditatoga #liberdade #Brasil
000585	Glória a Deus!!! Pelo menos isso ms precisa de liberdade total!!! #AlexandreDeMoraesNaCadeia #liberdadeparaoswaldoeustaquio
000907	Gostaria de saber onde na Constituição, no código penal ou em qualquer regimento de congresso ou judiciário há um crime cuja pena é cercear a liberdade de expressão de alguém?  #STFVergonhaNacional  #STFOrganizacaoCriminosa  #DitaduraDeToga #ditaduradostf
000906	Gostaria de saber onde na Constituição, no código penal ou em qualquer regimento de congresso ou judiciário há um crime cuja pena é cercear a liberdade de expressão de alguém?  #STFVergonhaNacional  #STFOrganizacaoCriminosa  #DitaduraDeToga #ditaduradostf url
001265	Gostaria de saber:o que Pacheco está esperando?Tantos abusos desse togado e o senado acovardado segue fingindo demência😒🤦🏼‍♀️🇧🇷vai esperar prender todos que criticam e repudiam os atos inconstitucionais do #STFRompeuADemocracia 🇧🇷👎🏼#LiberdadeDeExpressao #Dia7VaiSerGIGANTESCO 🇧🇷
001051	Guardem todas as informações do que está acontecendo; em breve será proibido utilizar e distribuir essas informações. Aconteceu, pessoal….. sonos um país sem liberdade de expressão. #STFRompeuADemocracia
001555	Haha - Quem só faz o que quer escuta o que não quer. Viva a democracia e a liberdade de expressão. #LulaLadrao #STFVERGONHADOBRASIL
001148	Hahaha...que contorcionismo!! O STF é vergonhoso, nem disfarçam mais a militância desde que soltaram o bandiddoos do Lularapio. Agora resolvem atacar a liberdade de expressão, o presidente e as FA abertamente. #STFVergonhaNacional #STFRompeuADemocracia
000084	Haverá momentos em que você irá tomar tomar decisões como homem, mesmo chorando como menino. #SupremoeoPovo #BrasilAcimaDeTudoDeusAcimaDeTodos #LiberdadeDeExpressao #SOSFFAA url
000702	Hoje 21/11/2022 na frente da base de apoio regional do exército em Ribeirão Preto - SP #brazilwasstollen #ribeiraopreto #Xandaquistao #liberdade #LulaLadrao #STFOrganizacaoCriminosa #STFVERGONHADOBRASIL #XANDAONACADEIA #xandaoadvogadopcc #ditadura url
001366	Hoje eu gostaria de saber onde estão os que cantavam “Polícia para quem precisa”. Não vi um #STFRompeuADemocracia, a final é a galera do Rock na veia, liberdade de expressão. É do o povo ou Rouanet da elite? url
001069	Hoje foi o Roberto jefferson preso em casa por crime de opinião, amanhã pode ser você. Então comece a lutar hoje e dia 30 faça valer sua voz. #CensuraNao #LiberdadeDeExpressao #STFRompeuADemocracia
000664	Hoje infelizmente temos muitos que querem o conforto da omissão ao pagar o preço da missão. Por isso me posiciono a favor de Deus,  da família e da liberdade de expressão.  #stfvergonhanacional #stflixo url
001266	Hoje não podemos falar de ministros do STF, amanhã não iremos poder falar de Jesus! A igreja tem que se posicionar contra essa tirania.  #STFRompeuADemocracia  #STFcrashedDemocracyInBrazil  #STFVergonhaNacional  #STFinimigoDoPovoBrasileiro  #DespertaIgreja #LiberdadeDeExpressao
000314	Hoje prendem apoiadores do conservadorismo, depois do precedente, os apoiadores de qualquer posição politica poderão ser presos arbitrariamente... E quando o amanhã chegar,  pode ser você o preso, apenas por pensar diferente deles.  #supremoéopovo #LiberdadeSeToma
001219	Hoje temos 8 pessoas q já foram presas por apoiar o governo.  Quantos estão presos a mando do presidente? 0. Isso mesmo, ZERO. Estamos lutando até p vc poder ser contra o governo sem q tenha seus diretos liberdade de expressão violados inconstitucionalmente #STFRompeuADemocracia url
001257	Hummmmmm. Fiquem espertos pessoal… Professor infiltrado🙁🙁 #DireitaComOrgulho #DireitaForteEUnida #DireitaUnida #Bolsonaro2022 #BolsonaroOrgulhoDoBrasil #Dia7VaiSerGIGANTESCO #Dia7VaiserGigante #AceitaPacheco #STFRompeuADemocracia #LiberdadeDeExpressao #SenadoAcovardado url
000105	ICMS unificados , decisão do Ministro André Mendonça.  #RaposaoNews  #ministroandremendonça #bolsonaroreeleito2022 #bolsonaroreeleito #bolsonarotemrazão #liberdade #combustivel #liberdadedeexpressão #liberdade #supremoéopovo #brasil #dire… url url
001309	INACREDITÁVEL hein #Justicafake td aparelhado pela esquerdacomunista? #LulaNaCadeia  #STFRompeuADemocracia e temos um #SenadoCovarde e é por tudo isso que #Dia07VaiSerGIGANTE por nossa #LiberdadeDeExpressao 🤨
001520	INVERSÃO DE VALORES: suspeito de financiar ataques a bancos em Araçatuba é solto. Enquanto isso, cidadãos são presos e detidos por usarem de sua constitucional liberdade de expressão sem o direito de ampla defesa e sem que tenha sido seguido o devido processo legal. #STFVergonha
000222	Icaraí - Niterói já começou! Fredoom! #SupremoÉOPovo #SupremeIsThePeople #GoBrazil #VaiBrasil #IndependenceDay #DiadaIndependência #LiberdadeDeExpressao #FreedomOfSpeech url
001590	Ilustríssimo e suas pérolas imparciais sobre as eleições no BR em 2022. #STFVergonhaMundial #FraudeNasUrnas #BrazilianSpring #BrazilianWasStolen Apurem os últimos acontecimentos no BR #LiberdadeDeExpressao #CensuraSTF 🇧🇷🙏 url
000642	Imbecil!! Não se trata de foro privilegiado, e sim de exercício constitucional de liberdade de expressão, e de responder ao devido processo legal, que não existe. Coisa que comunistas safados como tu odeiam, pois  querem implantar a ditadura socialista em nosso país. #STFLixo
001634	Imprensa internacional repercute decisões do TSE contra a liberdade de expressão url #tsevergonhamundial #TSEVergonhaDoBrasil  #stfvergonhanacional #stfvergonhamundial #impeachmentalexandredemoraes #impeachmentedsonfachin #CENSURADOTSE
001235	Imprensa marrom, podre e criadora de notícias falsas. O povo Brasileiro unido jamais será vencido 🇧🇷 viva a liberdade de expressão. #STFRompeuADemocracia #STFinimigoDoPovoBrasileiro
000538	Imunidade parlamentar só é válida se vc matar seu cônjuge. Fora isso, é crime, é atentado à democracia e ao estado democrático ede direito.  Exercer liberdade de expressão 🚫 PRESO  Matar o marido ✅ LIVRE  #STFVergonhaMundial #STFOrganizacaoCriminosa #AlexandreDeMoraesNaCadeia
000409	Inacreditável. A Liberdade nao tem preço. Liberdade de Expressao já  #AlexandreDeMoraesDitador
001936	Incrível a parcialidade do TS3  Que Deus tenha misericórdia da nossa nação …   Se antes da eleição já está assim com essa censura aos meios de comunicação, imagina depois …  #LiberdadeDeExpressao #TSEVergonhaNacional #TSEParcial #Eleicoes2022 url
001884	Incrível como a mídia não mostra nada disso. Uma grande rede atuando como fantoche da esquerda, que vergonha!  #brazilwasstolen #tsevergonhanacional  #ImpeachmentAlexandreDeMoraes  #fraudenasurnas #CensuraNao #LIBERDADE url
001997	Independente de lado político, TODOS tem direito  a liberdade de expressão.   #tse #xandao
002015	Indulto de Bolsonaro ao deputado condenado pelo STF por opinião mostra que definitivamente a esquerda perdeu a bandeira da liberdade de expressão para a direita!!! O bicho vai pegar!!! #IndultoDanielSilveira #Xandao #Exercito
001153	Infelizmente o STF usa o Daniel Silveira para amedrontar, e isso o Congresso  Nacional jamais deveria ter permitido. Em um Pais livre esse inquérito do fim do mundo jamais deveria prosperar! #LiberdadeDeExpressãoJá #DanielSilveiraLivre #BolsonaroReeleito2022 #STFRompeuADemocracia
000726	Infelizmente se o PT realmente governar o país, nossa LIBERDADE DE EXPRESSÃO será acabada! Teremos 4 anos infelizes e sem PODER RECLAMAR! Ordem de um Presidiário; QUEM FALAR VAI PRESO! #INTERVENCAOFEDERALJA #SOSBrasil #STFOrganizacaoCriminosa #STFVergonhaMundial #lulaladraosim url
000348	Infelizmente,  levantar TAGS não está adiantando muito coisa. Cada dia estão cerceando nossos direitos!!!!  #Supremoeopovo #LiberdadeCerceada
001985	"Infelizmente, eles estão mandando em tudo! ""STF"" ""TSE"" com a verdadeira Tirania e Ditadura com Opressão e sem liberdade de expressão.  #TSEVergonhaNacional #STFVergonhaNacional #CPIdoCirco #BolsonaroReeleito2022 #BrasilSemCorrupçãoJá url"
001744	Interpol ignora pedido de extradição de Allan dos Santos e deixa Alexandre Sem Moraes em situação desconfortável e humilhante, lá a justiça funciona não é como aqui no Brasil que o STF se acha Supremo perseguição política é crime. Viva a liberdade de expressão #STFVergonhaMundial url
001958	Isso antes das eleições …  Cadê a galera que defende a liberdade de expressão, a democracia? #BolsonaroReeleito2022 #PTNuncaMais #TSEVergonhaNacional #EsquerdaCriminosa #LulaCovarde url
001952	Isso aqui não te parece amizade o bastante, ???  #LulaAmigoDitadores #LulaExPresidiario  #LulaNaCadeia  #LiberdadeDeExpressao #TSEVergonhaNacional  #STFVergonhaNacional  #Eleicoes2022 url
000955	Isso aqui não é liberdade de expressão É CRIME  Roberto Jefferson já vai tarde!   #RobertoJeffersonNaCadeia #STFOrganizacaoCriminosa url
000634	Isso deve ter dedos do cabeça de ovo,  boca de veludo e advogado do MST 🙄🙄🙄🙄 #fechadocombolsonaro #stflixo #congressonacionallixo #Liberdade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
000882	Isso não é uma corte Constitucional há tempos. Uma Corte que instaura inquérito ilegal, prende à margem da lei e persegue ativistas e jornalistas e criminaliza a liberdade de expressão é inteiramente o oposto de Justiça: é caso de polícia.  #STFOrganizacaoCriminosa
